date,hour,route_id,direction_id,stop_sequence,stop_id,n_obs,sum_delay,max_delay,min_delay,n_late5
2026-09-03,7,10001,1,23,51_1,1,269,269,269,0
2026-09-03,7,10001,1,24,202_1,1,329,329,329,1
2026-09-03,7,10001,1,25,5_4,2,580,329,251,1
2026-09-03,7,10001,1,26,6070_3,3,623,269,163,0
2026-09-03,7,10031,0,32,6064_1,1,56,56,56,0
2026-09-03,7,10031,0,33,6255_2,2,168,90,78,0
2026-09-03,7,10031,0,34,6256_2,2,220,116,104,0
2026-09-03,7,10031,0,35,6094_2,2,144,78,66,0
2026-09-03,7,10031,0,36,6244_2,3,98,40,23,0
2026-09-03,7,10031,0,37,6257_2,3,25,15,0,0
2026-09-03,7,10031,0,38,6240_2,3,76,32,17,0
2026-09-03,7,10031,0,39,6258_2,4,215,85,35,0
2026-09-03,7,10031,0,40,6225_2,4,107,58,8,0
2026-09-03,7,10031,0,41,6181_2,2,31,31,0,0
2026-09-03,7,10031,0,42,6246_2,2,30,30,0,0
2026-09-03,7,10031,0,43,6206_2,2,10,10,0,0
2026-09-03,7,10031,0,44,6176_2,2,72,41,31,0
2026-09-03,7,10031,0,45,6200_3,2,98,54,44,0
2026-09-03,7,10031,0,46,6042_2,2,24,17,7,0
2026-09-03,7,10031,0,47,6031_2,1,0,0,0,0
2026-09-03,7,10031,0,48,6039_1,1,0,0,0,0
2026-09-03,7,10047,0,1,61_1,1,0,0,0,0
2026-09-03,7,10047,0,2,59_4,2,10,10,0,0
2026-09-03,7,10047,0,3,57_2,2,10,10,0,0
2026-09-03,7,10047,0,4,56_2,2,10,10,0,0
2026-09-03,7,10047,0,5,55_2,2,130,70,60,0
2026-09-03,7,10047,0,6,72_1,2,250,130,120,0
2026-09-03,7,10047,0,7,73_2,2,250,130,120,0
2026-09-03,7,10047,0,8,73_3,2,250,130,120,0
2026-09-03,7,10047,0,9,3_2,2,250,130,120,0
2026-09-03,7,10047,1,14,6094_1,1,92,92,92,0
2026-09-03,7,10047,1,15,6256_1,1,91,91,91,0
2026-09-03,7,10047,1,16,6255_1,2,191,100,91,0
2026-09-03,7,10047,1,17,6064_2,3,352,128,105,0
2026-09-03,7,10047,1,18,6242_2,4,482,131,108,0
2026-09-03,7,10047,1,19,94_2,4,426,117,94,0
2026-09-03,7,10047,1,20,95_1,4,442,121,106,0
2026-09-03,7,10047,1,21,6228_1,4,587,155,143,0
2026-09-03,7,10047,1,22,243_1,4,692,194,165,0
2026-09-03,7,10047,1,23,6041_1,4,868,238,209,0
2026-09-03,7,10047,1,24,6162_1,4,748,208,179,0
2026-09-03,7,10047,1,25,6160_1,4,744,207,178,0
2026-09-03,7,10047,1,26,6001_1,4,672,189,160,0
2026-09-03,7,10047,1,27,6161_1,4,648,183,154,0
2026-09-03,7,10047,1,28,446_3,4,444,132,103,0
2026-09-03,7,10047,1,29,6166_1,4,448,133,104,0
2026-09-03,7,10047,1,30,6143_1,4,421,131,84,0
2026-09-03,7,10047,1,31,6241_1,4,406,126,84,0
2026-09-03,7,10047,1,32,9_2,4,395,130,79,0
2026-09-03,7,10047,1,33,6057_1,4,563,172,121,0
2026-09-03,7,10047,1,34,6069_1,5,848,214,111,0
2026-09-03,7,10047,1,35,6102_1,3,543,241,122,0
2026-09-03,7,10047,1,36,6070_2,3,702,281,180,0
2026-09-03,7,10047,1,37,393_1,4,951,279,170,0
2026-09-03,7,10047,1,38,114_1,4,767,233,124,0
2026-09-03,7,10047,1,39,114_3,4,939,276,167,0
2026-09-03,7,10047,1,40,3_1,4,803,242,133,0
2026-09-03,7,10047,1,41,73_1,4,582,189,71,0
2026-09-03,7,10047,1,42,72_2,4,894,267,149,0
2026-09-03,7,10047,1,43,55_1,4,798,243,125,0
2026-09-03,7,10047,1,44,56_1,4,834,252,134,0
2026-09-03,7,10047,1,45,57_1,4,866,260,142,0
2026-09-03,7,10047,1,46,59_1,4,658,208,90,0
2026-09-03,7,10047,1,47,61_1,4,112,56,0,0
2026-09-03,7,10049,0,1,91_1,1,0,0,0,0
2026-09-03,7,10049,0,2,6016_1,1,68,68,68,0
2026-09-03,7,10049,0,3,93_1,1,57,57,57,0
2026-09-03,7,10049,0,4,94_1,1,104,104,104,0
2026-09-03,7,10049,0,5,6242_1,1,79,79,79,0
2026-09-03,7,10049,0,6,6064_1,1,61,61,61,0
2026-09-03,7,10049,0,7,6255_2,1,94,94,94,0
2026-09-03,7,10049,0,8,6256_2,1,110,110,110,0
2026-09-03,7,10049,0,9,6094_2,1,76,76,76,0
2026-09-03,7,10049,0,10,6244_2,1,51,51,51,0
2026-09-03,7,10049,0,11,6257_2,1,31,31,31,0
2026-09-03,7,10049,0,12,6240_2,1,51,51,51,0
2026-09-03,7,10049,0,13,6258_2,1,69,69,69,0
2026-09-03,7,10049,0,14,6225_2,1,42,42,42,0
2026-09-03,7,10049,0,15,6181_2,1,15,15,15,0
2026-09-03,7,10049,1,20,93_2,1,0,0,0,0
2026-09-03,7,10049,1,21,6016_2,1,12,12,12,0
2026-09-03,7,10049,1,22,91_1,1,98,98,98,0
2026-09-03,7,10051,0,4,6013_2,1,61,61,61,0
2026-09-03,7,10051,0,5,6212_2,2,213,132,81,0
2026-09-03,7,10051,0,6,6205_2,2,199,125,74,0
2026-09-03,7,10051,0,7,6187_3,3,252,104,53,0
2026-09-03,7,10051,0,8,6011_4,4,444,144,69,0
2026-09-03,7,10051,0,9,6017_2,4,392,131,56,0
2026-09-03,7,10051,0,10,6172_2,4,316,112,37,0
2026-09-03,7,10051,0,11,6067_2,4,480,153,78,0
2026-09-03,7,10051,0,12,6248_2,4,444,144,69,0
2026-09-03,7,10051,0,13,6249_2,4,384,129,54,0
2026-09-03,7,10051,0,14,6015_2,2,13,13,0,0
2026-09-03,7,10051,1,1,6015_1,1,0,0,0,0
2026-09-03,7,10051,1,2,6249_1,1,38,38,38,0
2026-09-03,7,10051,1,3,6248_1,2,63,32,31,0
2026-09-03,7,10051,1,4,6067_1,1,0,0,0,0
2026-09-03,7,10051,1,5,6172_1,2,29,16,13,0
2026-09-03,7,10051,1,6,6017_1,2,42,23,19,0
2026-09-03,7,10051,1,7,6011_1,3,52,32,8,0
2026-09-03,7,10051,1,8,6187_2,3,219,93,53,0
