date,hour,route_id,direction_id,stop_sequence,stop_id,n_obs,n_occ,sum_occ,max_occ
2026-08-15,6,10032,1,4,94_2,1,1,1,1
2026-08-15,6,10032,1,5,95_1,1,1,1,1
2026-08-15,6,10032,1,6,6228_1,1,1,1,1
2026-08-15,6,10032,1,10,6160_1,1,1,1,1
2026-08-15,6,10045,0,1,9_1,1,1,7,7
2026-08-15,6,10045,0,21,94_1,1,1,1,1
2026-08-15,6,10045,0,22,6242_1,1,1,1,1
2026-08-15,6,10045,0,24,6255_2,1,1,1,1
2026-08-15,6,10045,0,26,6094_2,1,1,1,1
2026-08-15,6,10050,0,1,91_4,1,1,1,1
2026-08-15,6,10050,0,3,93_1,1,1,1,1
2026-08-15,6,10050,0,5,6212_2,1,1,1,1
2026-08-15,6,10050,0,8,6011_2,1,1,1,1
2026-08-15,6,10050,1,1,6014_1,1,1,0,0
2026-08-15,6,10050,1,4,6018_1,1,1,1,1
2026-08-15,6,10050,1,6,6187_2,1,1,1,1
2026-08-15,6,10059,0,1,91_3,1,1,1,1
2026-08-15,6,10059,0,2,7841_4,1,1,1,1
2026-08-15,6,10059,0,4,6902_2,1,1,1,1
2026-08-15,6,10059,0,7,6074_2,1,1,1,1
2026-08-15,6,10059,1,1,6019_1,2,2,8,7
2026-08-15,6,10060,0,1,6161_2,1,1,7,7
2026-08-15,6,10060,1,1,6015_1,1,1,7,7
2026-08-15,6,10060,1,2,6249_1,1,1,0,0
2026-08-15,6,10060,1,4,6067_1,2,2,1,1
2026-08-15,6,10060,1,5,6172_1,1,1,1,1
2026-08-15,6,10060,1,6,6017_1,1,1,1,1
2026-08-15,6,10060,1,7,6011_1,1,1,1,1
2026-08-15,6,10060,1,26,8_3,1,1,1,1
2026-08-15,6,10060,1,27,6_1,1,1,1,1
2026-08-15,6,10060,1,29,5_1,1,1,1,1
2026-08-15,6,10060,1,30,4_1,1,1,1,1
2026-08-15,6,10067,0,2,215_2,1,1,7,7
2026-08-15,6,10069,1,5,211_1,1,1,1,1
2026-08-15,6,10069,1,7,6023_3,1,1,1,1
2026-08-15,6,10069,1,8,7717_1,1,1,1,1
2026-08-15,6,10069,1,9,765_1,1,1,1,1
2026-08-15,6,10069,1,25,254_1,1,1,1,1
2026-08-15,6,10069,1,26,4_4,1,1,1,1
2026-08-15,6,10069,1,27,6059_1,1,1,1,1
2026-08-15,6,10069,1,29,73_1,1,1,1,1
2026-08-15,6,10070,1,7,214_1,1,1,1,1
2026-08-15,6,10070,1,9,615_1,1,1,1,1
2026-08-15,6,10070,1,11,211_1,1,1,1,1
2026-08-15,6,10070,1,13,6023_3,1,1,1,1
2026-08-15,6,10072,1,1,6109_1,1,1,1,1
2026-08-15,6,10072,1,2,6236_2,1,1,1,1
2026-08-15,6,10072,1,4,418_2,1,1,1,1
2026-08-15,6,10080,1,1,6079_1,2,2,14,7
