date,hour,route_id,direction_id,stop_sequence,stop_id,n_obs,n_occ,sum_occ,max_occ,n_nodata
2026-09-18,7,10001,1,26,6070_3,1,1,1,1,0
2026-09-18,7,10031,0,34,6256_2,1,1,1,1,0
2026-09-18,7,10031,0,37,6257_2,1,1,3,3,0
2026-09-18,7,10031,0,40,6225_2,1,1,3,3,0
2026-09-18,7,10031,0,42,6246_2,1,1,3,3,0
2026-09-18,7,10047,0,2,59_4,3,3,3,1,0
2026-09-18,7,10047,1,17,6064_2,1,1,1,1,0
2026-09-18,7,10047,1,18,6242_2,1,1,1,1,0
2026-09-18,7,10047,1,19,94_2,1,1,1,1,0
2026-09-18,7,10047,1,21,6228_1,1,1,1,1,0
2026-09-18,7,10047,1,38,114_1,1,1,1,1,0
2026-09-18,7,10047,1,40,3_1,2,2,2,1,0
2026-09-18,7,10047,1,41,73_1,1,1,1,1,0
2026-09-18,7,10049,0,1,91_1,1,0,0,0,1
2026-09-18,7,10049,1,20,93_2,1,1,1,1,0
2026-09-18,7,10051,0,1,91_4,1,1,3,3,0
2026-09-18,7,10051,0,2,6016_1,1,1,1,1,0
2026-09-18,7,10051,0,7,6187_3,1,1,1,1,0
2026-09-18,7,10051,0,8,6011_4,1,1,1,1,0
2026-09-18,7,10051,0,11,6067_2,1,1,1,1,0
2026-09-18,7,10051,0,13,6249_2,1,1,1,1,0
2026-09-18,7,10051,1,4,6067_1,1,1,1,1,0
2026-09-18,7,10051,1,6,6017_1,1,1,1,1,0
2026-09-18,7,10051,1,8,6187_2,1,1,1,1,0
2026-09-18,7,10051,1,10,6212_1,1,1,3,3,0
2026-09-18,7,10051,1,12,93_2,1,1,3,3,0
2026-09-18,7,10051,1,13,6016_2,1,1,3,3,0
2026-09-18,7,10053,0,13,18_2,1,1,1,1,0
2026-09-18,7,10053,0,15,43_2,1,1,1,1,0
2026-09-18,7,10053,0,16,42_2,1,1,1,1,0
2026-09-18,7,10053,0,18,40_2,1,1,1,1,0
2026-09-18,7,10056,0,23,474_2,1,1,1,1,0
2026-09-18,7,10056,0,25,6260_2,1,1,1,1,0
2026-09-18,7,10056,0,26,6263_2,1,1,1,1,0
2026-09-18,7,10056,0,28,6134_2,1,1,1,1,0
2026-09-18,7,10059,0,2,7841_4,2,2,2,1,0
2026-09-18,7,10059,0,10,7475_1,1,1,1,1,0
2026-09-18,7,10059,1,1,7475_1,3,0,0,0,3
2026-09-18,7,10059,1,11,91_3,2,2,2,1,0
2026-09-18,7,10060,0,2,73_1,1,1,1,1,0
2026-09-18,7,10060,0,3,128_1,2,2,2,1,0
2026-09-18,7,10060,0,26,6205_2,1,1,1,1,0
2026-09-18,7,10060,0,28,6011_4,1,1,1,1,0
2026-09-18,7,10060,0,29,6017_2,1,1,1,1,0
2026-09-18,7,10060,0,31,6067_2,1,1,1,1,0
2026-09-18,7,10060,1,1,6015_1,1,0,0,0,1
2026-09-18,7,10060,1,3,6248_1,1,1,1,1,0
2026-09-18,7,10060,1,7,6011_1,1,1,1,1,0
2026-09-18,7,10060,1,9,6205_1,1,1,1,1,0
2026-09-18,7,10060,1,11,6013_1,1,1,3,3,0
2026-09-18,7,10060,1,12,94_2,1,1,3,3,0
2026-09-18,7,10060,1,13,95_1,1,1,1,1,0
2026-09-18,7,10060,1,14,6228_1,1,1,1,1,0
2026-09-18,7,10060,1,15,243_1,1,1,1,1,0
2026-09-18,7,10060,1,18,6160_1,1,1,3,3,0
2026-09-18,7,10060,1,25,9_2,2,2,6,3,0
2026-09-18,7,10060,1,26,8_3,2,2,2,1,0
2026-09-18,7,10060,1,32,3_1,1,1,1,1,0
2026-09-18,7,10066,1,15,6263_1,1,1,1,1,0
2026-09-18,7,10066,1,18,6074_1,1,1,1,1,0
2026-09-18,7,10066,1,20,6006_1,1,1,3,3,0
2026-09-18,7,10066,1,21,6902_1,1,1,3,3,0
2026-09-18,7,10068,0,1,214_3,1,0,0,0,1
2026-09-18,7,10068,0,2,215_2,1,1,1,1,0
2026-09-18,7,10068,0,3,216_2,1,1,1,1,0
2026-09-18,7,10068,0,15,251_2,1,1,1,1,0
2026-09-18,7,10068,0,17,249_2,1,1,1,1,0
2026-09-18,7,10068,0,18,606_2,1,1,1,1,0
2026-09-18,7,10068,0,19,607_2,1,1,1,1,0
2026-09-18,7,10068,1,4,418_2,1,1,1,1,0
2026-09-18,7,10068,1,5,419_2,2,2,2,1,0
2026-09-18,7,10068,1,6,6163_2,1,1,1,1,0
2026-09-18,7,10068,1,19,6023_3,1,1,1,1,0
2026-09-18,7,10068,1,21,765_1,2,2,2,1,0
2026-09-18,7,10068,1,24,608_1,1,1,1,1,0
2026-09-18,7,10068,1,38,4_4,2,2,2,1,0
2026-09-18,7,10068,1,39,6059_1,1,1,1,1,0
2026-09-18,7,10070,0,2,73_1,1,1,1,1,0
2026-09-18,7,10072,0,1,61_2,1,0,0,0,1
2026-09-18,7,10072,0,2,59_4,3,3,3,1,0
2026-09-18,7,10075,1,8,7213_1,1,1,1,1,0
2026-09-18,7,10075,1,10,212_1,1,1,1,1,0
2026-09-18,7,10075,1,11,211_1,1,1,1,1,0
2026-09-18,7,10075,1,13,209_1,1,1,1,1,0
2026-09-18,7,10075,1,20,67_1,1,1,1,1,0
2026-09-18,7,10075,1,21,68_1,1,1,1,1,0
2026-09-18,7,10075,1,22,69_1,1,1,1,1,0
2026-09-18,7,10075,1,23,55_1,1,1,1,1,0
2026-09-18,7,10080,1,1,6079_1,1,0,0,0,1
2026-09-18,7,10080,1,2,6035_1,2,2,0,0,0
2026-09-18,7,10080,1,4,6112_1,1,1,0,0,0
